timestamp,gesture,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
1788792207.248,Palm,0.000000,0.000000,0.000000,-0.029181,-0.168565,0.007178,0.013758,-0.320438,0.000917,-0.075953,-0.479241,-0.010297,-0.136585,-0.615687,0.003950,0.174903,-0.493809,-0.007278,0.236067,-0.631402,0.006081,0.284734,-0.748124,0.002953,0.343982,-0.857198,-0.011284,0.217375,-0.490467,0.011198,0.310226,-0.666841,0.002480,0.372823,-0.764390,0.005821,0.426474,-0.904498,0.001779,0.282910,-0.442478,0.018093,0.358311,-0.565038,-0.005687,0.407257,-0.687956,0.005231,0.450655,-0.773784,0.007613,0.316204,-0.344374,-0.012595,0.369239,-0.468928,-0.008561,0.413645,-0.534070,0.012571,0.445082,-0.628763,0.001784
1788792207.248,Palm,0.000000,0.000000,0.000000,-0.166157,-0.067116,0.008962,-0.285656,-0.143363,-0.019944,-0.391564,-0.231606,-0.047078,-0.494507,-0.325029,-0.064736,-0.349266,-0.351574,-0.020233,-0.463451,-0.484966,-0.013343,-0.545555,-0.596247,-0.045144,-0.644096,-0.684293,-0.051463,-0.277348,-0.431425,0.009533,-0.408948,-0.592591,-0.003911,-0.484058,-0.721235,-0.019911,-0.558351,-0.828835,-0.035724,-0.193200,-0.456490,0.012836,-0.286918,-0.616447,0.006031,-0.352874,-0.745068,-0.037136,-0.393561,-0.853472,-0.039219,-0.077885,-0.483271,0.030126,-0.122438,-0.614545,0.007517,-0.186537,-0.706587,-0.008338,-0.208878,-0.801900,-0.024707
1788792207.248,Palm,0.000000,0.000000,0.000000,-0.050715,-0.140141,0.005811,-0.007220,-0.318721,-0.003977,-0.106488,-0.477108,-0.000807,-0.126611,-0.639542,0.001658,0.170153,-0.508826,0.004320,0.230349,-0.654667,-0.001529,0.293048,-0.760887,0.005647,0.339429,-0.879431,-0.005776,0.230920,-0.494550,-0.009189,0.316608,-0.652097,-0.016321,0.362439,-0.792219,-0.002840,0.433590,-0.901110,0.000762,0.286416,-0.443274,-0.010513,0.338771,-0.584868,0.008987,0.411320,-0.718088,-0.014805,0.444690,-0.792109,-0.004352,0.305853,-0.354196,0.007409,0.360389,-0.476216,0.002806,0.392949,-0.556882,-0.000230,0.441925,-0.629827,-0.006077
1788792207.248,Palm,0.000000,0.000000,0.000000,-0.026017,-0.170859,-0.003020,-0.032748,-0.312622,-0.014487,0.008373,-0.442179,-0.029202,0.010637,-0.592815,-0.063901,0.125731,-0.489029,-0.008940,0.196964,-0.651239,-0.020587,0.219468,-0.782883,-0.040336,0.260007,-0.898772,-0.043277,0.226429,-0.469040,-0.000612,0.303396,-0.647120,-0.000474,0.366658,-0.781028,-0.019956,0.430147,-0.901720,-0.043303,0.314681,-0.424804,0.011968,0.370135,-0.586901,-0.003871,0.468101,-0.681573,-0.029822,0.541510,-0.786296,-0.021988,0.363510,-0.300648,0.038493,0.460006,-0.431736,0.007927,0.522254,-0.532873,-0.009675,0.571504,-0.616019,-0.023697
1788792207.248,Palm,0.000000,0.000000,0.000000,-0.150988,-0.064739,0.004728,-0.256142,-0.198298,0.011776,-0.444827,-0.214843,0.013967,-0.573238,-0.291485,-0.003256,-0.288142,-0.440514,0.004161,-0.349120,-0.573942,0.022490,-0.408547,-0.702489,0.010886,-0.468655,-0.814366,0.009099,-0.240215,-0.497873,0.002177,-0.325025,-0.647266,0.008071,-0.383545,-0.779624,0.005030,-0.438553,-0.898703,-0.001892,-0.165330,-0.502876,-0.005275,-0.256356,-0.642144,0.008467,-0.305328,-0.755446,0.013035,-0.341304,-0.839540,0.011345,-0.090782,-0.482276,0.005113,-0.160308,-0.572337,0.008009,-0.175653,-0.662132,0.009679,-0.232045,-0.748319,0.003797
1788792207.248,Palm,0.000000,0.000000,0.000000,-0.093133,-0.148510,-0.015972,-0.142331,-0.294164,-0.044689,-0.174119,-0.414418,-0.061611,-0.191706,-0.558962,-0.071688,-0.069053,-0.474868,-0.032728,-0.064904,-0.670994,-0.034435,-0.085938,-0.798900,-0.055138,-0.084831,-0.935421,-0.060902,0.024106,-0.523018,-0.014120,0.041571,-0.703962,-0.022235,0.044177,-0.869975,-0.039605,0.038964,-0.997883,-0.052067,0.134060,-0.462293,-0.010202,0.160516,-0.659544,-0.022832,0.174744,-0.789630,-0.036863,0.190766,-0.929959,-0.066357,0.223563,-0.418339,0.005864,0.257088,-0.553542,-0.004012,0.273044,-0.662429,-0.008864,0.303896,-0.776137,-0.027730
1788792207.248,Palm,0.000000,0.000000,0.000000,-0.104261,-0.137306,0.002431,-0.140369,-0.278281,0.020753,-0.320243,-0.379641,0.006880,-0.420780,-0.492187,0.017913,-0.103820,-0.509730,0.000873,-0.107472,-0.673199,0.002790,-0.121048,-0.802572,0.006641,-0.112906,-0.931101,0.006852,-0.056244,-0.554896,0.006698,-0.054775,-0.713658,0.007486,-0.048596,-0.869462,0.009109,-0.067646,-0.997453,0.022611,0.007527,-0.535598,0.004449,0.017594,-0.675461,0.012609,0.006577,-0.800841,0.017082,0.005115,-0.897737,0.010999,0.091062,-0.454729,0.009699,0.087974,-0.577013,-0.010867,0.069287,-0.693781,0.005894,0.072459,-0.793089,0.000901
1788792207.248,Palm,0.000000,0.000000,0.000000,-0.049936,-0.194389,-0.014322,-0.063529,-0.326060,-0.042777,-0.041336,-0.456601,-0.043051,-0.006600,-0.596916,-0.055399,0.079027,-0.489815,-0.013455,0.133145,-0.670530,-0.026721,0.183733,-0.789491,-0.033530,0.223267,-0.915744,-0.056253,0.198313,-0.462723,-0.007061,0.255183,-0.655820,-0.022013,0.316150,-0.807175,-0.026273,0.377075,-0.924747,-0.051551,0.264895,-0.424056,0.021608,0.352299,-0.566480,-0.017363,0.420049,-0.693894,-0.051367,0.480862,-0.819795,-0.064421,0.318775,-0.310492,0.018945,0.428076,-0.431868,0.009363,0.471101,-0.536845,-0.007415,0.533280,-0.634348,-0.025080
1788792207.248,Palm,0.000000,0.000000,0.000000,-0.149212,-0.058959,0.001972,-0.247419,-0.173712,0.007691,-0.446656,-0.160430,-0.006947,-0.591361,-0.237216,-0.005984,-0.338972,-0.400798,-0.015273,-0.399871,-0.537824,-0.009100,-0.483939,-0.659379,-0.007736,-0.547474,-0.765911,0.011437,-0.287684,-0.460754,-0.001859,-0.381182,-0.626286,-0.003049,-0.467567,-0.747770,0.002713,-0.525864,-0.850513,0.009796,-0.208480,-0.486138,0.000373,-0.308078,-0.610831,-0.007503,-0.361040,-0.727448,-0.004413,-0.427313,-0.824748,-0.018954,-0.121584,-0.460616,-0.000620,-0.206181,-0.561093,0.013574,-0.242983,-0.651021,-0.006202,-0.313635,-0.743260,-0.000562
1788792207.248,Palm,0.000000,0.000000,0.000000,-0.082914,-0.163035,-0.003489,-0.135474,-0.284426,-0.045780,-0.175008,-0.407847,-0.064848,-0.192502,-0.562204,-0.051712,-0.066934,-0.490664,-0.003894,-0.050103,-0.677602,-0.022068,-0.086034,-0.801534,-0.048102,-0.085352,-0.944684,-0.071363,0.041847,-0.511934,0.010444,0.040773,-0.720745,-0.002429,0.048938,-0.877852,-0.017913,0.074814,-0.996849,-0.026355,0.141157,-0.474552,0.030513,0.165138,-0.668071,-0.005037,0.195871,-0.796854,-0.033758,0.236367,-0.920135,-0.047868,0.240212,-0.407715,0.022515,0.281098,-0.564549,0.010940,0.315668,-0.664066,-0.011711,0.320478,-0.787503,-0.027297
1788792207.248,Palm,0.000000,0.000000,0.000000,-0.106418,-0.122850,0.013526,-0.160389,-0.256332,-0.008987,-0.339281,-0.319642,-0.009704,-0.465408,-0.422488,0.007409,-0.154306,-0.489775,0.014673,-0.184620,-0.670798,0.000493,-0.220090,-0.783724,0.003752,-0.234597,-0.904783,0.005670,-0.109072,-0.539660,0.014703,-0.140812,-0.701815,-0.011809,-0.151834,-0.844068,0.001561,-0.191690,-0.981378,0.012369,-0.035142,-0.519331,-0.000887,-0.068830,-0.666780,0.005032,-0.087011,-0.798136,0.007069,-0.111499,-0.871929,-0.009408,0.054946,-0.461136,-0.003741,0.035271,-0.589492,0.010695,-0.003699,-0.688126,0.001348,-0.018122,-0.769098,0.004442
1788792207.248,Palm,0.000000,0.000000,0.000000,-0.068017,-0.181451,-0.029656,-0.114525,-0.317700,-0.039630,-0.100366,-0.476249,-0.065595,-0.093732,-0.590329,-0.068812,-0.001488,-0.499958,-0.023713,0.036167,-0.669104,-0.026500,0.051465,-0.825074,-0.058030,0.071555,-0.951156,-0.075015,0.127692,-0.515993,0.012754,0.158789,-0.695036,-0.019599,0.204806,-0.857100,-0.045951,0.227994,-0.972106,-0.055028,0.196260,-0.476401,-0.017830,0.247478,-0.637397,-0.013299,0.312427,-0.776890,-0.040510,0.349371,-0.866314,-0.067317,0.278131,-0.363508,0.013988,0.354983,-0.510466,-0.003410,0.401078,-0.625384,-0.015326,0.424368,-0.728346,-0.037478
1788792207.248,Palm,0.000000,0.000000,0.000000,-0.125778,-0.094062,-0.006511,-0.181824,-0.261641,-0.001739,-0.369041,-0.299026,0.005591,-0.491676,-0.412407,-0.014336,-0.168630,-0.472608,0.003973,-0.206273,-0.643872,0.010212,-0.255492,-0.785554,0.004610,-0.268625,-0.891581,0.000314,-0.132963,-0.541525,-0.019588,-0.156981,-0.711425,-0.000579,-0.176351,-0.846277,0.001498,-0.231765,-0.972743,0.007431,-0.040040,-0.510085,-0.006632,-0.065899,-0.688122,0.009016,-0.124064,-0.808854,0.015287,-0.131064,-0.893001,0.004828,0.035515,-0.456859,0.000956,-0.010483,-0.598736,0.007397,-0.016055,-0.704440,-0.003031,-0.043245,-0.788804,-0.008357
1788792207.248,Palm,0.000000,0.000000,0.000000,-0.037234,-0.182629,-0.021792,-0.046724,-0.338944,-0.036627,-0.027953,-0.463432,-0.041812,-0.008164,-0.598514,-0.065879,0.106296,-0.495244,-0.026989,0.151273,-0.671141,-0.023053,0.180576,-0.798016,-0.038060,0.232763,-0.915859,-0.069821,0.210896,-0.499364,-0.017938,0.295349,-0.670491,-0.018846,0.338283,-0.815813,-0.032866,0.389735,-0.919872,-0.044074,0.284675,-0.414834,0.014063,0.362255,-0.579436,-0.005887,0.451505,-0.695034,-0.033996,0.513230,-0.793328,-0.046173,0.346168,-0.322164,0.019860,0.433633,-0.441146,0.001831,0.489365,-0.536320,0.008649,0.542630,-0.639550,-0.037650
1788792207.248,Palm,0.000000,0.000000,0.000000,-0.062630,-0.170541,0.011178,-0.075584,-0.307833,-0.011292,-0.223179,-0.440712,-0.001675,-0.286536,-0.575120,-0.015653,0.034830,-0.523613,-0.003168,0.044360,-0.680503,-0.020841,0.087536,-0.818800,-0.001111,0.101160,-0.924754,-0.002967,0.091246,-0.549763,0.008639,0.133158,-0.719892,-0.003429,0.142013,-0.858367,-0.015610,0.184199,-0.982732,0.017547,0.144436,-0.503962,0.012840,0.192793,-0.662426,0.000252,0.205583,-0.782232,-0.007125,0.225320,-0.891446,-0.000458,0.207883,-0.427999,-0.014452,0.234821,-0.548294,-0.007344,0.245280,-0.659128,-0.009737,0.256921,-0.732365,-0.006652
1788792207.248,Palm,0.000000,0.000000,0.000000,-0.139653,-0.132239,-0.035185,-0.233680,-0.243305,-0.036904,-0.288756,-0.335492,-0.071203,-0.352456,-0.486184,-0.077452,-0.215076,-0.477670,-0.021799,-0.255068,-0.639246,-0.038147,-0.307951,-0.760269,-0.061638,-0.379362,-0.872560,-0.074308,-0.130696,-0.510646,-0.012046,-0.171287,-0.700896,-0.034825,-0.196440,-0.864905,-0.045775,-0.214879,-0.975032,-0.056027,-0.027192,-0.506561,-0.006613,-0.044003,-0.685761,-0.024012,-0.062751,-0.828741,-0.044567,-0.067688,-0.962863,-0.058401,0.086721,-0.459932,0.006105,0.104113,-0.613558,-0.018067,0.084819,-0.738827,-0.028529,0.072096,-0.852354,-0.032912
1788792207.248,Palm,0.000000,0.000000,0.000000,-0.098328,-0.102712,0.009542,-0.162081,-0.273885,-0.018582,-0.332953,-0.360860,-0.017609,-0.445421,-0.476833,-0.018913,-0.105668,-0.517520,0.013968,-0.131789,-0.670915,-0.019555,-0.126538,-0.794175,-0.006552,-0.165227,-0.929052,-0.018134,-0.037496,-0.543067,-0.008197,-0.088711,-0.733180,-0.003360,-0.072123,-0.865423,-0.021977,-0.092743,-0.995435,-0.022519,0.018403,-0.520279,-0.011433,-0.013497,-0.686135,-0.011649,-0.012985,-0.819466,-0.012594,-0.021133,-0.908881,-0.011462,0.086559,-0.462993,-0.024663,0.080548,-0.594476,-0.008652,0.073021,-0.708234,-0.025095,0.059184,-0.789361,-0.007587
1788792207.248,Palm,0.000000,0.000000,0.000000,-0.028276,-0.188087,-0.004235,0.011295,-0.333501,-0.025089,0.043430,-0.444167,-0.054144,0.080510,-0.583062,-0.062873,0.161200,-0.478498,-0.009498,0.251351,-0.636346,-0.032722,0.320913,-0.758088,-0.051781,0.358091,-0.871972,-0.075599,0.271162,-0.472492,0.002402,0.368833,-0.627141,-0.008821,0.447091,-0.746036,-0.033054,0.524153,-0.849996,-0.052637,0.332067,-0.366570,0.005355,0.433949,-0.519009,-0.023112,0.534796,-0.607031,-0.028232,0.614268,-0.723720,-0.041420,0.383148,-0.265674,0.025641,0.490916,-0.380415,-0.007641,0.566912,-0.479798,-0.008261,0.647144,-0.533557,-0.043913
1788792207.248,Palm,0.000000,0.000000,0.000000,-0.012806,-0.163052,0.017580,0.017121,-0.313766,0.024149,-0.064503,-0.482993,-0.001180,-0.085355,-0.634835,0.003638,0.198271,-0.477637,0.007423,0.262161,-0.610445,0.020792,0.328266,-0.723615,0.006745,0.392617,-0.837929,0.012249,0.270591,-0.477218,0.020050,0.364039,-0.645192,0.025469,0.399174,-0.768550,0.024156,0.482895,-0.875648,0.007280,0.319568,-0.424296,0.024981,0.385979,-0.562916,0.011346,0.432771,-0.663889,0.021823,0.478802,-0.759177,0.009116,0.344354,-0.332760,0.028766,0.395781,-0.448183,0.010597,0.436907,-0.535652,0.016745,0.483464,-0.627341,0.012967
1788792207.248,Palm,0.000000,0.000000,0.000000,-0.086863,-0.140351,-0.047279,-0.154885,-0.273251,-0.057493,-0.171312,-0.416239,-0.067819,-0.213304,-0.537060,-0.087084,-0.080961,-0.487955,-0.038751,-0.086791,-0.664305,-0.049834,-0.107525,-0.791223,-0.067405,-0.119503,-0.928157,-0.067958,0.009065,-0.510242,-0.031867,0.026493,-0.699682,-0.028743,0.030177,-0.864419,-0.048854,0.029996,-0.997245,-0.067848,0.119328,-0.487358,-0.022973,0.127148,-0.657777,-0.028279,0.159648,-0.783247,-0.048389,0.180686,-0.919116,-0.066224,0.209316,-0.395244,-0.003706,0.244929,-0.556284,-0.014314,0.257934,-0.664929,-0.033512,0.279514,-0.778458,-0.043988
1788792207.248,Palm,0.000000,0.000000,0.000000,-0.046047,-0.155725,-0.017987,-0.015559,-0.311183,-0.012593,-0.138337,-0.465588,-0.013268,-0.180073,-0.633221,-0.008193,0.103051,-0.507322,-0.016531,0.192746,-0.649803,-0.007439,0.225143,-0.769268,-0.006821,0.268926,-0.881882,-0.020652,0.193698,-0.499825,-0.007435,0.275124,-0.671222,-0.023733,0.302021,-0.803017,-0.008730,0.362255,-0.932056,-0.006581,0.229487,-0.449342,0.010128,0.301577,-0.597699,-0.016649,0.335718,-0.731879,-0.021445,0.366752,-0.802765,-0.010529,0.281783,-0.372639,-0.014092,0.332178,-0.487856,-0.008468,0.359597,-0.582799,-0.023955,0.381253,-0.676658,-0.012258
1788792207.248,Palm,0.000000,0.000000,0.000000,-0.056567,-0.151791,-0.018737,-0.086096,-0.294737,-0.019316,-0.078501,-0.445207,-0.047828,-0.069490,-0.576452,-0.054032,0.040381,-0.485946,-0.008289,0.081927,-0.665245,-0.032554,0.081641,-0.799170,-0.040412,0.109898,-0.950194,-0.052840,0.146070,-0.501071,0.019385,0.197843,-0.697747,-0.007311,0.249228,-0.828344,-0.018193,0.285871,-0.957223,-0.044730,0.234072,-0.434567,0.009460,0.307223,-0.601015,-0.008710,0.349909,-0.732295,-0.026055,0.407061,-0.836339,-0.046944,0.311856,-0.333192,0.025220,0.405703,-0.475098,0.010372,0.429917,-0.589917,-0.006997,0.490957,-0.688162,-0.015282
1788792207.248,Palm,0.000000,0.000000,0.000000,-0.127051,-0.135535,0.013268,-0.160516,-0.286352,0.005255,-0.314707,-0.386193,-0.002853,-0.418005,-0.500048,0.008428,-0.105915,-0.507818,-0.000195,-0.108261,-0.681042,0.016189,-0.102120,-0.797026,0.015757,-0.088606,-0.944169,-0.000151,-0.041486,-0.553855,-0.002869,-0.043763,-0.733047,0.008449,-0.044456,-0.863685,0.009832,-0.043666,-0.998787,0.022758,0.030039,-0.531826,-0.002266,0.010324,-0.676522,0.004788,0.017499,-0.788971,0.010163,0.023852,-0.908895,-0.002241,0.094686,-0.453133,-0.009108,0.089471,-0.582500,0.004041,0.081700,-0.682903,0.004347,0.086606,-0.770038,0.014424
1788792207.248,Palm,0.000000,0.000000,0.000000,-0.002203,-0.172800,-0.002242,0.028437,-0.326588,-0.029048,0.056086,-0.456884,-0.050828,0.088148,-0.589959,-0.068158,0.186448,-0.477103,-0.021799,0.266780,-0.630160,-0.024424,0.336615,-0.739595,-0.041551,0.378040,-0.883714,-0.048930,0.280856,-0.457763,0.003231,0.392055,-0.618241,-0.015300,0.480275,-0.735595,-0.040560,0.543290,-0.838019,-0.050593,0.339887,-0.378047,0.003104,0.471095,-0.510442,-0.013497,0.558152,-0.623112,-0.020707,0.617865,-0.713903,-0.043501,0.399713,-0.249255,0.000465,0.495765,-0.366527,0.001956,0.577220,-0.443954,-0.007829,0.659757,-0.552636,-0.032887
1788792207.248,Palm,0.000000,0.000000,0.000000,-0.165455,-0.098819,0.014114,-0.229062,-0.252732,0.008892,-0.399596,-0.271463,0.001204,-0.529877,-0.369744,0.004578,-0.209926,-0.470775,-0.013696,-0.273967,-0.617135,0.008631,-0.320983,-0.736576,0.006425,-0.343412,-0.880561,-0.005088,-0.182482,-0.526043,-0.008158,-0.256633,-0.686925,0.001945,-0.278844,-0.811668,-0.000910,-0.309914,-0.950748,0.005612,-0.102309,-0.503124,-0.000569,-0.153723,-0.663588,-0.003331,-0.190123,-0.770960,-0.003187,-0.222800,-0.869803,0.008130,-0.032700,-0.490317,0.003127,-0.080378,-0.577167,0.000342,-0.092180,-0.694731,-0.013473,-0.125932,-0.777621,-0.004961
